claim_id,image_name,nli_comparisons,entailment_count,contradiction_count,neutral_count,consistency_score,consistency_percent
documerica_0010.jpg_claim_10,documerica_0010.jpg,4,0,0,4,,
documerica_0053.jpg_claim_13,documerica_0053.jpg,1,0,0,1,,
documerica_0010.jpg_claim_12,documerica_0010.jpg,0,0,0,0,,
documerica_0029.jpg_claim_16,documerica_0029.jpg,3,1,0,2,1.0,100.0
documerica_0074.jpg_claim_2,documerica_0074.jpg,2,0,0,2,,
documerica_0043.jpg_claim_19,documerica_0043.jpg,0,0,0,0,,
documerica_0005.jpg_claim_22,documerica_0005.jpg,0,0,0,0,,
documerica_0068.jpg_claim_10,documerica_0068.jpg,5,0,1,4,0.0,0.0
documerica_0052.jpg_claim_9,documerica_0052.jpg,2,0,2,0,0.0,0.0
documerica_0030.jpg_claim_1,documerica_0030.jpg,6,2,0,4,1.0,100.0
documerica_0096.jpg_claim_11,documerica_0096.jpg,1,0,0,1,,
documerica_0087.jpg_claim_20,documerica_0087.jpg,2,2,0,0,1.0,100.0
documerica_0025.jpg_claim_17,documerica_0025.jpg,0,0,0,0,,
documerica_0081.jpg_claim_1,documerica_0081.jpg,11,2,0,9,1.0,100.0
documerica_0037.jpg_claim_16,documerica_0037.jpg,4,0,0,4,,
documerica_0039.jpg_claim_13,documerica_0039.jpg,2,1,1,0,0.5,50.0
documerica_0049.jpg_claim_14,documerica_0049.jpg,2,0,2,0,0.0,0.0
documerica_0065.jpg_claim_1,documerica_0065.jpg,7,0,0,7,,
documerica_0017.jpg_claim_23,documerica_0017.jpg,2,1,1,0,0.5,50.0
documerica_0031.jpg_claim_21,documerica_0031.jpg,2,0,0,2,,
documerica_0020.jpg_claim_0,documerica_0020.jpg,15,4,0,11,1.0,100.0
documerica_0032.jpg_claim_2,documerica_0032.jpg,1,0,0,1,,
documerica_0037.jpg_claim_21,documerica_0037.jpg,1,0,0,1,,
documerica_0015.jpg_claim_20,documerica_0015.jpg,0,0,0,0,,
documerica_0052.jpg_claim_13,documerica_0052.jpg,7,1,2,4,0.3333333333333333,33.33333333333333
documerica_0074.jpg_claim_3,documerica_0074.jpg,3,1,0,2,1.0,100.0
documerica_0069.jpg_claim_10,documerica_0069.jpg,0,0,0,0,,
documerica_0041.jpg_claim_17,documerica_0041.jpg,1,0,1,0,0.0,0.0
documerica_0094.jpg_claim_9,documerica_0094.jpg,0,0,0,0,,
documerica_0034.jpg_claim_11,documerica_0034.jpg,0,0,0,0,,
documerica_0069.jpg_claim_11,documerica_0069.jpg,4,0,0,4,,
documerica_0022.jpg_claim_13,documerica_0022.jpg,0,0,0,0,,
documerica_0048.jpg_claim_2,documerica_0048.jpg,3,1,0,2,1.0,100.0
documerica_0068.jpg_claim_12,documerica_0068.jpg,7,0,3,4,0.0,0.0
documerica_0084.jpg_claim_6,documerica_0084.jpg,0,0,0,0,,
documerica_0079.jpg_claim_11,documerica_0079.jpg,1,0,0,1,,
documerica_0026.jpg_claim_2,documerica_0026.jpg,4,2,0,2,1.0,100.0
documerica_0082.jpg_claim_11,documerica_0082.jpg,4,1,0,3,1.0,100.0
documerica_0030.jpg_claim_10,documerica_0030.jpg,1,0,1,0,0.0,0.0
documerica_0039.jpg_claim_20,documerica_0039.jpg,2,0,0,2,,
documerica_0012.jpg_claim_0,documerica_0012.jpg,47,11,1,35,0.9166666666666666,91.66666666666666
documerica_0051.jpg_claim_17,documerica_0051.jpg,3,0,0,3,,
documerica_0027.jpg_claim_11,documerica_0027.jpg,0,0,0,0,,
documerica_0049.jpg_claim_20,documerica_0049.jpg,0,0,0,0,,
documerica_0055.jpg_claim_10,documerica_0055.jpg,6,2,0,4,1.0,100.0
documerica_0064.jpg_claim_16,documerica_0064.jpg,0,0,0,0,,
documerica_0019.jpg_claim_12,documerica_0019.jpg,1,0,0,1,,
documerica_0013.jpg_claim_4,documerica_0013.jpg,1,0,0,1,,
documerica_0005.jpg_claim_11,documerica_0005.jpg,0,0,0,0,,
documerica_0030.jpg_claim_5,documerica_0030.jpg,5,1,1,3,0.5,50.0
documerica_0074.jpg_claim_0,documerica_0074.jpg,27,4,0,23,1.0,100.0
documerica_0038.jpg_claim_4,documerica_0038.jpg,9,4,0,5,1.0,100.0
documerica_0013.jpg_claim_0,documerica_0013.jpg,23,15,0,8,1.0,100.0
documerica_0017.jpg_claim_13,documerica_0017.jpg,6,4,1,1,0.8,80.0
documerica_0014.jpg_claim_18,documerica_0014.jpg,4,2,0,2,1.0,100.0
documerica_0050.jpg_claim_6,documerica_0050.jpg,0,0,0,0,,
documerica_0062.jpg_claim_15,documerica_0062.jpg,7,2,0,5,1.0,100.0
documerica_0050.jpg_claim_18,documerica_0050.jpg,2,0,1,1,0.0,0.0
documerica_0045.jpg_claim_20,documerica_0045.jpg,1,0,0,1,,
documerica_0076.jpg_claim_18,documerica_0076.jpg,0,0,0,0,,
documerica_0017.jpg_claim_14,documerica_0017.jpg,2,0,0,2,,
documerica_0045.jpg_claim_22,documerica_0045.jpg,4,0,2,2,0.0,0.0
documerica_0050.jpg_claim_2,documerica_0050.jpg,2,1,1,0,0.5,50.0
documerica_0069.jpg_claim_15,documerica_0069.jpg,3,0,1,2,0.0,0.0
documerica_0059.jpg_claim_4,documerica_0059.jpg,2,0,1,1,0.0,0.0
documerica_0073.jpg_claim_13,documerica_0073.jpg,1,1,0,0,1.0,100.0
documerica_0042.jpg_claim_7,documerica_0042.jpg,0,0,0,0,,
documerica_0068.jpg_claim_9,documerica_0068.jpg,2,1,0,1,1.0,100.0
documerica_0034.jpg_claim_0,documerica_0034.jpg,22,14,0,8,1.0,100.0
documerica_0006.jpg_claim_0,documerica_0006.jpg,20,5,4,11,0.5555555555555556,55.55555555555556
documerica_0039.jpg_claim_16,documerica_0039.jpg,1,0,0,1,,
documerica_0048.jpg_claim_12,documerica_0048.jpg,0,0,0,0,,
documerica_0078.jpg_claim_0,documerica_0078.jpg,8,3,0,5,1.0,100.0
documerica_0091.jpg_claim_18,documerica_0091.jpg,0,0,0,0,,
documerica_0087.jpg_claim_11,documerica_0087.jpg,1,0,0,1,,
documerica_0071.jpg_claim_8,documerica_0071.jpg,1,0,0,1,,
documerica_0082.jpg_claim_1,documerica_0082.jpg,12,8,0,4,1.0,100.0
documerica_0035.jpg_claim_2,documerica_0035.jpg,3,1,0,2,1.0,100.0
documerica_0027.jpg_claim_24,documerica_0027.jpg,5,0,0,5,,
documerica_0076.jpg_claim_4,documerica_0076.jpg,5,1,0,4,1.0,100.0
documerica_0056.jpg_claim_0,documerica_0056.jpg,33,12,0,21,1.0,100.0
documerica_0090.jpg_claim_13,documerica_0090.jpg,1,0,0,1,,
documerica_0024.jpg_claim_26,documerica_0024.jpg,0,0,0,0,,
documerica_0094.jpg_claim_5,documerica_0094.jpg,0,0,0,0,,
documerica_0070.jpg_claim_22,documerica_0070.jpg,0,0,0,0,,
documerica_0065.jpg_claim_18,documerica_0065.jpg,1,1,0,0,1.0,100.0
documerica_0033.jpg_claim_10,documerica_0033.jpg,0,0,0,0,,
documerica_0028.jpg_claim_1,documerica_0028.jpg,16,2,1,13,0.6666666666666666,66.66666666666666
documerica_0090.jpg_claim_10,documerica_0090.jpg,5,3,0,2,1.0,100.0
documerica_0033.jpg_claim_16,documerica_0033.jpg,0,0,0,0,,
documerica_0087.jpg_claim_4,documerica_0087.jpg,3,1,0,2,1.0,100.0
documerica_0013.jpg_claim_7,documerica_0013.jpg,6,1,1,4,0.5,50.0
documerica_0005.jpg_claim_1,documerica_0005.jpg,0,0,0,0,,
documerica_0055.jpg_claim_7,documerica_0055.jpg,12,1,0,11,1.0,100.0
documerica_0085.jpg_claim_9,documerica_0085.jpg,2,0,0,2,,
documerica_0046.jpg_claim_6,documerica_0046.jpg,13,4,6,3,0.4,40.0
documerica_0018.jpg_claim_5,documerica_0018.jpg,6,2,0,4,1.0,100.0
documerica_0031.jpg_claim_19,documerica_0031.jpg,3,0,0,3,,
documerica_0047.jpg_claim_2,documerica_0047.jpg,9,4,0,5,1.0,100.0
documerica_0065.jpg_claim_8,documerica_0065.jpg,7,3,0,4,1.0,100.0
documerica_0047.jpg_claim_15,documerica_0047.jpg,0,0,0,0,,
documerica_0084.jpg_claim_15,documerica_0084.jpg,3,0,0,3,,
documerica_0082.jpg_claim_23,documerica_0082.jpg,0,0,0,0,,
documerica_0058.jpg_claim_0,documerica_0058.jpg,26,11,0,15,1.0,100.0
documerica_0019.jpg_claim_1,documerica_0019.jpg,11,0,3,8,0.0,0.0
documerica_0058.jpg_claim_6,documerica_0058.jpg,0,0,0,0,,
documerica_0032.jpg_claim_6,documerica_0032.jpg,0,0,0,0,,
documerica_0081.jpg_claim_14,documerica_0081.jpg,2,1,0,1,1.0,100.0
documerica_0011.jpg_claim_2,documerica_0011.jpg,0,0,0,0,,
documerica_0067.jpg_claim_11,documerica_0067.jpg,9,0,0,9,,
documerica_0079.jpg_claim_12,documerica_0079.jpg,1,0,1,0,0.0,0.0
documerica_0035.jpg_claim_18,documerica_0035.jpg,0,0,0,0,,
documerica_0046.jpg_claim_17,documerica_0046.jpg,2,2,0,0,1.0,100.0
documerica_0023.jpg_claim_12,documerica_0023.jpg,3,1,1,1,0.5,50.0
documerica_0073.jpg_claim_19,documerica_0073.jpg,1,1,0,0,1.0,100.0
documerica_0052.jpg_claim_5,documerica_0052.jpg,5,0,0,5,,
documerica_0036.jpg_claim_3,documerica_0036.jpg,2,2,0,0,1.0,100.0
documerica_0034.jpg_claim_16,documerica_0034.jpg,4,1,0,3,1.0,100.0
documerica_0030.jpg_claim_14,documerica_0030.jpg,1,0,1,0,0.0,0.0
documerica_0048.jpg_claim_1,documerica_0048.jpg,4,1,0,3,1.0,100.0
documerica_0048.jpg_claim_14,documerica_0048.jpg,4,0,0,4,,
documerica_0089.jpg_claim_1,documerica_0089.jpg,3,0,0,3,,
documerica_0023.jpg_claim_13,documerica_0023.jpg,0,0,0,0,,
documerica_0057.jpg_claim_5,documerica_0057.jpg,6,1,0,5,1.0,100.0
documerica_0022.jpg_claim_26,documerica_0022.jpg,2,2,0,0,1.0,100.0
documerica_0022.jpg_claim_1,documerica_0022.jpg,8,2,2,4,0.5,50.0
documerica_0062.jpg_claim_25,documerica_0062.jpg,2,0,0,2,,
documerica_0035.jpg_claim_17,documerica_0035.jpg,5,1,0,4,1.0,100.0
documerica_0040.jpg_claim_25,documerica_0040.jpg,0,0,0,0,,
documerica_0047.jpg_claim_19,documerica_0047.jpg,0,0,0,0,,
documerica_0053.jpg_claim_9,documerica_0053.jpg,1,0,0,1,,
documerica_0063.jpg_claim_16,documerica_0063.jpg,4,2,1,1,0.6666666666666666,66.66666666666666
documerica_0038.jpg_claim_15,documerica_0038.jpg,3,1,1,1,0.5,50.0
documerica_0043.jpg_claim_8,documerica_0043.jpg,1,0,0,1,,
documerica_0090.jpg_claim_11,documerica_0090.jpg,6,0,1,5,0.0,0.0
documerica_0043.jpg_claim_1,documerica_0043.jpg,29,4,4,21,0.5,50.0
documerica_0018.jpg_claim_9,documerica_0018.jpg,0,0,0,0,,
documerica_0070.jpg_claim_21,documerica_0070.jpg,0,0,0,0,,
documerica_0040.jpg_claim_19,documerica_0040.jpg,3,2,0,1,1.0,100.0
documerica_0040.jpg_claim_1,documerica_0040.jpg,7,4,0,3,1.0,100.0
documerica_0088.jpg_claim_7,documerica_0088.jpg,1,0,0,1,,
documerica_0096.jpg_claim_20,documerica_0096.jpg,0,0,0,0,,
documerica_0056.jpg_claim_20,documerica_0056.jpg,0,0,0,0,,
documerica_0064.jpg_claim_6,documerica_0064.jpg,7,0,0,7,,
documerica_0051.jpg_claim_15,documerica_0051.jpg,1,0,0,1,,
documerica_0052.jpg_claim_10,documerica_0052.jpg,4,2,0,2,1.0,100.0
documerica_0026.jpg_claim_6,documerica_0026.jpg,6,2,0,4,1.0,100.0
documerica_0049.jpg_claim_3,documerica_0049.jpg,2,0,1,1,0.0,0.0
documerica_0072.jpg_claim_5,documerica_0072.jpg,1,1,0,0,1.0,100.0
documerica_0077.jpg_claim_7,documerica_0077.jpg,7,3,0,4,1.0,100.0
documerica_0090.jpg_claim_8,documerica_0090.jpg,0,0,0,0,,
documerica_0084.jpg_claim_8,documerica_0084.jpg,2,0,0,2,,
documerica_0022.jpg_claim_2,documerica_0022.jpg,2,1,0,1,1.0,100.0
documerica_0082.jpg_claim_9,documerica_0082.jpg,4,1,0,3,1.0,100.0
documerica_0084.jpg_claim_9,documerica_0084.jpg,0,0,0,0,,
documerica_0037.jpg_claim_11,documerica_0037.jpg,2,0,0,2,,
documerica_0095.jpg_claim_4,documerica_0095.jpg,0,0,0,0,,
documerica_0090.jpg_claim_3,documerica_0090.jpg,2,0,0,2,,
documerica_0006.jpg_claim_15,documerica_0006.jpg,4,0,0,4,,
documerica_0075.jpg_claim_5,documerica_0075.jpg,5,1,0,4,1.0,100.0
documerica_0085.jpg_claim_19,documerica_0085.jpg,1,0,0,1,,
documerica_0049.jpg_claim_21,documerica_0049.jpg,5,0,0,5,,
documerica_0093.jpg_claim_20,documerica_0093.jpg,1,1,0,0,1.0,100.0
documerica_0035.jpg_claim_21,documerica_0035.jpg,2,0,0,2,,
documerica_0014.jpg_claim_15,documerica_0014.jpg,0,0,0,0,,
documerica_0044.jpg_claim_18,documerica_0044.jpg,3,0,0,3,,
documerica_0083.jpg_claim_14,documerica_0083.jpg,1,0,1,0,0.0,0.0
documerica_0019.jpg_claim_18,documerica_0019.jpg,3,0,0,3,,
documerica_0085.jpg_claim_8,documerica_0085.jpg,2,1,0,1,1.0,100.0
documerica_0075.jpg_claim_19,documerica_0075.jpg,0,0,0,0,,
documerica_0014.jpg_claim_20,documerica_0014.jpg,2,1,0,1,1.0,100.0
documerica_0025.jpg_claim_2,documerica_0025.jpg,10,5,0,5,1.0,100.0
documerica_0068.jpg_claim_14,documerica_0068.jpg,3,0,0,3,,
documerica_0017.jpg_claim_15,documerica_0017.jpg,0,0,0,0,,
documerica_0011.jpg_claim_5,documerica_0011.jpg,3,0,0,3,,
documerica_0044.jpg_claim_16,documerica_0044.jpg,3,0,0,3,,
documerica_0053.jpg_claim_6,documerica_0053.jpg,2,0,0,2,,
documerica_0007.jpg_claim_2,documerica_0007.jpg,16,1,1,14,0.5,50.0
documerica_0082.jpg_claim_22,documerica_0082.jpg,4,0,2,2,0.0,0.0
documerica_0038.jpg_claim_18,documerica_0038.jpg,3,1,0,2,1.0,100.0
documerica_0023.jpg_claim_10,documerica_0023.jpg,3,2,0,1,1.0,100.0
documerica_0046.jpg_claim_8,documerica_0046.jpg,0,0,0,0,,
documerica_0063.jpg_claim_3,documerica_0063.jpg,5,0,1,4,0.0,0.0
documerica_0063.jpg_claim_5,documerica_0063.jpg,5,0,0,5,,
documerica_0015.jpg_claim_4,documerica_0015.jpg,0,0,0,0,,
documerica_0058.jpg_claim_7,documerica_0058.jpg,3,1,1,1,0.5,50.0
documerica_0057.jpg_claim_10,documerica_0057.jpg,15,1,0,14,1.0,100.0
documerica_0046.jpg_claim_21,documerica_0046.jpg,0,0,0,0,,
documerica_0083.jpg_claim_9,documerica_0083.jpg,13,2,0,11,1.0,100.0
documerica_0013.jpg_claim_2,documerica_0013.jpg,2,2,0,0,1.0,100.0
documerica_0046.jpg_claim_11,documerica_0046.jpg,0,0,0,0,,
documerica_0035.jpg_claim_19,documerica_0035.jpg,0,0,0,0,,
documerica_0018.jpg_claim_18,documerica_0018.jpg,1,0,0,1,,
documerica_0029.jpg_claim_18,documerica_0029.jpg,1,0,0,1,,
documerica_0061.jpg_claim_20,documerica_0061.jpg,1,0,0,1,,
documerica_0009.jpg_claim_8,documerica_0009.jpg,8,4,0,4,1.0,100.0
documerica_0070.jpg_claim_7,documerica_0070.jpg,0,0,0,0,,
documerica_0077.jpg_claim_21,documerica_0077.jpg,2,1,0,1,1.0,100.0
documerica_0069.jpg_claim_4,documerica_0069.jpg,0,0,0,0,,
documerica_0015.jpg_claim_2,documerica_0015.jpg,12,1,0,11,1.0,100.0
documerica_0089.jpg_claim_0,documerica_0089.jpg,25,8,0,17,1.0,100.0
documerica_0091.jpg_claim_10,documerica_0091.jpg,4,0,0,4,,
documerica_0015.jpg_claim_3,documerica_0015.jpg,6,2,0,4,1.0,100.0
documerica_0043.jpg_claim_5,documerica_0043.jpg,0,0,0,0,,
documerica_0015.jpg_claim_12,documerica_0015.jpg,3,1,0,2,1.0,100.0
documerica_0028.jpg_claim_15,documerica_0028.jpg,5,0,0,5,,
documerica_0031.jpg_claim_14,documerica_0031.jpg,0,0,0,0,,
documerica_0022.jpg_claim_20,documerica_0022.jpg,0,0,0,0,,
documerica_0019.jpg_claim_13,documerica_0019.jpg,2,0,0,2,,
documerica_0030.jpg_claim_9,documerica_0030.jpg,2,0,0,2,,
documerica_0070.jpg_claim_2,documerica_0070.jpg,2,0,0,2,,
documerica_0078.jpg_claim_16,documerica_0078.jpg,9,2,0,7,1.0,100.0
documerica_0076.jpg_claim_11,documerica_0076.jpg,3,1,0,2,1.0,100.0
documerica_0081.jpg_claim_19,documerica_0081.jpg,1,1,0,0,1.0,100.0
documerica_0066.jpg_claim_15,documerica_0066.jpg,3,0,3,0,0.0,0.0
documerica_0083.jpg_claim_15,documerica_0083.jpg,0,0,0,0,,
documerica_0021.jpg_claim_8,documerica_0021.jpg,0,0,0,0,,
documerica_0074.jpg_claim_18,documerica_0074.jpg,1,1,0,0,1.0,100.0
documerica_0083.jpg_claim_2,documerica_0083.jpg,1,0,0,1,,
documerica_0035.jpg_claim_20,documerica_0035.jpg,6,3,0,3,1.0,100.0
documerica_0067.jpg_claim_10,documerica_0067.jpg,3,3,0,0,1.0,100.0
documerica_0022.jpg_claim_3,documerica_0022.jpg,1,0,0,1,,
documerica_0064.jpg_claim_5,documerica_0064.jpg,2,0,0,2,,
documerica_0057.jpg_claim_8,documerica_0057.jpg,0,0,0,0,,
documerica_0089.jpg_claim_2,documerica_0089.jpg,19,4,1,14,0.8,80.0
documerica_0013.jpg_claim_6,documerica_0013.jpg,1,1,0,0,1.0,100.0
documerica_0069.jpg_claim_0,documerica_0069.jpg,27,8,0,19,1.0,100.0
documerica_0050.jpg_claim_12,documerica_0050.jpg,1,1,0,0,1.0,100.0
documerica_0076.jpg_claim_2,documerica_0076.jpg,0,0,0,0,,
documerica_0013.jpg_claim_12,documerica_0013.jpg,1,0,0,1,,
documerica_0068.jpg_claim_0,documerica_0068.jpg,36,4,10,22,0.2857142857142857,28.57142857142857
documerica_0046.jpg_claim_2,documerica_0046.jpg,5,4,0,1,1.0,100.0
documerica_0015.jpg_claim_22,documerica_0015.jpg,0,0,0,0,,
documerica_0050.jpg_claim_21,documerica_0050.jpg,2,1,0,1,1.0,100.0
documerica_0048.jpg_claim_6,documerica_0048.jpg,0,0,0,0,,
documerica_0027.jpg_claim_13,documerica_0027.jpg,1,1,0,0,1.0,100.0
documerica_0091.jpg_claim_13,documerica_0091.jpg,2,0,0,2,,
documerica_0048.jpg_claim_7,documerica_0048.jpg,2,0,0,2,,
documerica_0067.jpg_claim_7,documerica_0067.jpg,11,0,1,10,0.0,0.0
documerica_0030.jpg_claim_6,documerica_0030.jpg,0,0,0,0,,
documerica_0023.jpg_claim_8,documerica_0023.jpg,2,1,1,0,0.5,50.0
documerica_0076.jpg_claim_12,documerica_0076.jpg,8,5,0,3,1.0,100.0
documerica_0053.jpg_claim_12,documerica_0053.jpg,4,0,0,4,,
documerica_0020.jpg_claim_2,documerica_0020.jpg,3,1,0,2,1.0,100.0
documerica_0018.jpg_claim_3,documerica_0018.jpg,3,0,0,3,,
documerica_0058.jpg_claim_14,documerica_0058.jpg,2,0,1,1,0.0,0.0
documerica_0006.jpg_claim_5,documerica_0006.jpg,0,0,0,0,,
documerica_0077.jpg_claim_11,documerica_0077.jpg,0,0,0,0,,
documerica_0071.jpg_claim_18,documerica_0071.jpg,0,0,0,0,,
documerica_0090.jpg_claim_23,documerica_0090.jpg,1,0,0,1,,
documerica_0046.jpg_claim_19,documerica_0046.jpg,1,0,0,1,,
documerica_0018.jpg_claim_7,documerica_0018.jpg,0,0,0,0,,
documerica_0047.jpg_claim_12,documerica_0047.jpg,0,0,0,0,,
documerica_0061.jpg_claim_5,documerica_0061.jpg,3,0,0,3,,
documerica_0022.jpg_claim_7,documerica_0022.jpg,0,0,0,0,,
documerica_0086.jpg_claim_9,documerica_0086.jpg,23,3,2,18,0.6,60.0
documerica_0091.jpg_claim_20,documerica_0091.jpg,0,0,0,0,,
documerica_0056.jpg_claim_7,documerica_0056.jpg,0,0,0,0,,
documerica_0091.jpg_claim_3,documerica_0091.jpg,3,0,0,3,,
documerica_0072.jpg_claim_1,documerica_0072.jpg,6,4,0,2,1.0,100.0
documerica_0090.jpg_claim_5,documerica_0090.jpg,1,0,0,1,,
documerica_0055.jpg_claim_15,documerica_0055.jpg,0,0,0,0,,
documerica_0006.jpg_claim_14,documerica_0006.jpg,3,0,0,3,,
documerica_0017.jpg_claim_17,documerica_0017.jpg,4,1,0,3,1.0,100.0
documerica_0033.jpg_claim_2,documerica_0033.jpg,14,4,3,7,0.5714285714285714,57.14285714285714
documerica_0092.jpg_claim_19,documerica_0092.jpg,1,0,0,1,,
documerica_0092.jpg_claim_4,documerica_0092.jpg,5,2,0,3,1.0,100.0
documerica_0042.jpg_claim_8,documerica_0042.jpg,2,0,0,2,,
documerica_0067.jpg_claim_15,documerica_0067.jpg,3,2,0,1,1.0,100.0
documerica_0085.jpg_claim_7,documerica_0085.jpg,6,0,0,6,,
documerica_0069.jpg_claim_20,documerica_0069.jpg,0,0,0,0,,
documerica_0095.jpg_claim_14,documerica_0095.jpg,2,1,0,1,1.0,100.0
documerica_0067.jpg_claim_8,documerica_0067.jpg,15,3,0,12,1.0,100.0
documerica_0028.jpg_claim_9,documerica_0028.jpg,0,0,0,0,,
documerica_0087.jpg_claim_14,documerica_0087.jpg,2,0,0,2,,
documerica_0043.jpg_claim_11,documerica_0043.jpg,5,1,0,4,1.0,100.0
documerica_0061.jpg_claim_11,documerica_0061.jpg,0,0,0,0,,
documerica_0020.jpg_claim_15,documerica_0020.jpg,0,0,0,0,,
documerica_0072.jpg_claim_15,documerica_0072.jpg,3,0,0,3,,
documerica_0077.jpg_claim_8,documerica_0077.jpg,8,2,0,6,1.0,100.0
documerica_0019.jpg_claim_10,documerica_0019.jpg,1,1,0,0,1.0,100.0
documerica_0078.jpg_claim_6,documerica_0078.jpg,6,1,0,5,1.0,100.0
documerica_0024.jpg_claim_20,documerica_0024.jpg,0,0,0,0,,
documerica_0008.jpg_claim_6,documerica_0008.jpg,0,0,0,0,,
documerica_0088.jpg_claim_8,documerica_0088.jpg,6,0,1,5,0.0,0.0
documerica_0018.jpg_claim_2,documerica_0018.jpg,26,16,0,10,1.0,100.0
documerica_0037.jpg_claim_8,documerica_0037.jpg,2,1,0,1,1.0,100.0
documerica_0011.jpg_claim_1,documerica_0011.jpg,22,2,0,20,1.0,100.0
documerica_0018.jpg_claim_1,documerica_0018.jpg,25,6,0,19,1.0,100.0
documerica_0081.jpg_claim_0,documerica_0081.jpg,16,0,0,16,,
documerica_0054.jpg_claim_1,documerica_0054.jpg,9,0,0,9,,
documerica_0024.jpg_claim_21,documerica_0024.jpg,2,0,0,2,,
documerica_0086.jpg_claim_14,documerica_0086.jpg,10,1,0,9,1.0,100.0
documerica_0009.jpg_claim_1,documerica_0009.jpg,16,10,0,6,1.0,100.0
documerica_0086.jpg_claim_10,documerica_0086.jpg,6,1,0,5,1.0,100.0
documerica_0059.jpg_claim_6,documerica_0059.jpg,3,0,1,2,0.0,0.0
documerica_0047.jpg_claim_10,documerica_0047.jpg,3,0,0,3,,
documerica_0047.jpg_claim_3,documerica_0047.jpg,1,1,0,0,1.0,100.0
documerica_0054.jpg_claim_7,documerica_0054.jpg,3,0,0,3,,
documerica_0043.jpg_claim_10,documerica_0043.jpg,5,2,0,3,1.0,100.0
documerica_0025.jpg_claim_4,documerica_0025.jpg,3,0,0,3,,
documerica_0071.jpg_claim_14,documerica_0071.jpg,4,0,2,2,0.0,0.0
documerica_0026.jpg_claim_12,documerica_0026.jpg,2,0,0,2,,
documerica_0056.jpg_claim_4,documerica_0056.jpg,2,0,0,2,,
documerica_0009.jpg_claim_7,documerica_0009.jpg,3,1,0,2,1.0,100.0
documerica_0069.jpg_claim_19,documerica_0069.jpg,3,0,2,1,0.0,0.0
documerica_0051.jpg_claim_10,documerica_0051.jpg,3,0,0,3,,
documerica_0052.jpg_claim_6,documerica_0052.jpg,0,0,0,0,,
documerica_0009.jpg_claim_20,documerica_0009.jpg,0,0,0,0,,
documerica_0016.jpg_claim_11,documerica_0016.jpg,6,1,2,3,0.3333333333333333,33.33333333333333
documerica_0060.jpg_claim_20,documerica_0060.jpg,1,0,0,1,,
documerica_0079.jpg_claim_1,documerica_0079.jpg,16,2,2,12,0.5,50.0
documerica_0044.jpg_claim_11,documerica_0044.jpg,0,0,0,0,,
documerica_0077.jpg_claim_17,documerica_0077.jpg,3,3,0,0,1.0,100.0
documerica_0090.jpg_claim_15,documerica_0090.jpg,2,0,0,2,,
documerica_0038.jpg_claim_0,documerica_0038.jpg,25,6,0,19,1.0,100.0
documerica_0060.jpg_claim_0,documerica_0060.jpg,16,3,0,13,1.0,100.0
documerica_0086.jpg_claim_18,documerica_0086.jpg,1,1,0,0,1.0,100.0
documerica_0062.jpg_claim_4,documerica_0062.jpg,1,0,0,1,,
documerica_0087.jpg_claim_8,documerica_0087.jpg,1,0,0,1,,
documerica_0039.jpg_claim_18,documerica_0039.jpg,0,0,0,0,,
documerica_0050.jpg_claim_19,documerica_0050.jpg,3,1,0,2,1.0,100.0
documerica_0062.jpg_claim_5,documerica_0062.jpg,1,1,0,0,1.0,100.0
documerica_0070.jpg_claim_0,documerica_0070.jpg,27,2,0,25,1.0,100.0
documerica_0021.jpg_claim_17,documerica_0021.jpg,1,1,0,0,1.0,100.0
documerica_0039.jpg_claim_15,documerica_0039.jpg,4,0,1,3,0.0,0.0
documerica_0038.jpg_claim_8,documerica_0038.jpg,4,0,2,2,0.0,0.0
documerica_0019.jpg_claim_17,documerica_0019.jpg,2,0,1,1,0.0,0.0
documerica_0032.jpg_claim_26,documerica_0032.jpg,0,0,0,0,,
documerica_0041.jpg_claim_24,documerica_0041.jpg,0,0,0,0,,
documerica_0040.jpg_claim_18,documerica_0040.jpg,3,1,0,2,1.0,100.0
documerica_0092.jpg_claim_14,documerica_0092.jpg,0,0,0,0,,
documerica_0077.jpg_claim_10,documerica_0077.jpg,4,0,0,4,,
documerica_0014.jpg_claim_13,documerica_0014.jpg,0,0,0,0,,
documerica_0082.jpg_claim_2,documerica_0082.jpg,2,2,0,0,1.0,100.0
documerica_0082.jpg_claim_14,documerica_0082.jpg,0,0,0,0,,
documerica_0042.jpg_claim_19,documerica_0042.jpg,3,2,0,1,1.0,100.0
documerica_0032.jpg_claim_17,documerica_0032.jpg,3,2,0,1,1.0,100.0
documerica_0041.jpg_claim_22,documerica_0041.jpg,2,1,0,1,1.0,100.0
documerica_0082.jpg_claim_13,documerica_0082.jpg,2,0,1,1,0.0,0.0
documerica_0047.jpg_claim_18,documerica_0047.jpg,7,3,0,4,1.0,100.0
documerica_0013.jpg_claim_14,documerica_0013.jpg,0,0,0,0,,
documerica_0010.jpg_claim_9,documerica_0010.jpg,1,0,0,1,,
documerica_0041.jpg_claim_11,documerica_0041.jpg,3,2,0,1,1.0,100.0
documerica_0042.jpg_claim_13,documerica_0042.jpg,2,1,0,1,1.0,100.0
documerica_0025.jpg_claim_13,documerica_0025.jpg,2,1,0,1,1.0,100.0
documerica_0088.jpg_claim_4,documerica_0088.jpg,3,1,0,2,1.0,100.0
